NAME,ENTRE,IMMIG,ImmiEnter,TOTAL,GEOID,INTPTLAT,INTPTLON,IMMIGRate,EntreRate,ImmigOwnEntreRate,year,metro,state
"Stockton-Lodi, CA",91,410,13,1315,44700,37.9349815,-121.272244,31.17870722,6.920152091,14.28571429,2009,Stockton-Lodi,CA
"Sacramento--Roseville--Arden-Arcade, CA",311,1063,86,4543,40900,38.7896779,-121.0057504,23.39863526,6.845696676,27.65273312,2009,Sacramento--Roseville--Arden-Arcade,CA
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",70,71,4,640,42020,35.3852263,-120.4475418,11.09375,10.9375,5.714285714,2009,San Luis Obispo-Paso Robles-Arroyo Grande,CA
"Spokane-Spokane Valley, WA",110,49,3,1048,44060,48.1890407,-117.5732186,4.675572519,10.49618321,2.727272727,2009,Spokane-Spokane Valley,WA
"San Diego-Carlsbad, CA",505,1861,119,6528,41740,33.0236041,-116.7761174,28.50796569,7.735906863,23.56435644,2009,San Diego-Carlsbad,CA
"Salt Lake City, UT",340,599,24,4625,41620,40.5727871,-112.9531375,12.95135135,7.351351351,7.058823529,2009,Salt Lake City,UT
"Santa Fe, NM",59,63,5,407,42140,35.5143241,-105.9657706,15.47911548,14.4963145,8.474576271,2009,Santa Fe,NM
"San Antonio-New Braunfels, TX",255,636,44,4079,41700,29.4330599,-98.6069734,15.59205688,6.251532238,17.25490196,2009,San Antonio-New Braunfels,TX
"Sioux Falls, SD",305,303,6,4011,43620,43.4954205,-96.9953387,7.554225879,7.604088756,1.967213115,2009,Sioux Falls,SD
"St. Cloud, MN",63,83,2,668,41060,45.5930312,-94.4883635,12.4251497,9.431137725,3.174603175,2009,St. Cloud,MN
"Shreveport-Bossier City, LA",27,68,4,770,43340,32.4906379,-93.6711914,8.831168831,3.506493506,14.81481481,2009,Shreveport-Bossier City,LA
"Springfield, MO",64,28,0,1040,44180,37.3608699,-93.1802617,2.692307692,6.153846154,0,2009,Springfield,MO
"St. Louis, MO-IL",439,390,26,7728,41180,38.7404035,-90.3459564,5.046583851,5.680641822,5.922551253,2009,St. Louis,MO-IL
"Springfield, IL",16,19,0,467,44100,39.828565,-89.6962052,4.068522484,3.426124197,0,2009,Springfield,IL
"South Bend-Mishawaka, IN-MI",24,29,3,606,43780,41.7749808,-86.1230143,4.785478548,3.96039604,12.5,2009,South Bend-Mishawaka,IN-MI
"Saginaw, MI",25,0,0,440,40980,43.3282667,-84.05541,0,5.681818182,0,2009,Saginaw,MI
"Springfield, OH",18,6,0,232,44220,39.9170315,-83.783676,2.586206897,7.75862069,0,2009,Springfield,OH
"Savannah, GA",74,101,5,1188,42340,32.1091449,-81.2730939,8.501683502,6.228956229,6.756756757,2009,Savannah,GA
"Roanoke, VA",18,20,0,555,40220,37.2862262,-79.9469346,3.603603604,3.243243243,0,2009,Roanoke,VA
"Raleigh, NC",140,351,10,2537,39580,35.7567464,-78.4604412,13.83523847,5.518328735,7.142857143,2009,Raleigh,NC
"Rochester, NY",142,167,15,2432,40380,43.148038,-77.5232575,6.866776316,5.838815789,10.56338028,2009,Rochester,NY
"Richmond, VA",267,205,21,3637,40060,37.4634618,-77.4751772,5.63651361,7.341215287,7.865168539,2009,Richmond,VA
"Reading, PA",98,148,15,1022,39740,40.4139565,-75.9268598,14.481409,9.589041096,15.30612245,2009,Reading,PA
"Scranton--Wilkes-Barre--Hazleton, PA",82,58,4,1194,42540,41.3228806,-75.8981877,4.857621441,6.867671692,4.87804878,2009,Scranton--Wilkes-Barre--Hazleton,PA
"Salisbury, MD-DE",47,40,0,589,41540,38.3995211,-75.4782615,6.791171477,7.979626486,0,2009,Salisbury,MD-DE
"Wausau, WI",57,14,0,703,48140,44.8980363,-89.757823,1.991465149,8.108108108,0,2009,Wausau,WI
"Tampa-St. Petersburg-Clearwater, FL",417,751,47,5579,45300,28.1259071,-82.4652858,13.46119376,7.474457788,11.27098321,2009,Tampa-St. Petersburg-Clearwater,FL
"Vallejo-Fairfield, CA",35,291,13,1022,46700,38.2672255,-121.939594,28.47358121,3.424657534,37.14285714,2009,Vallejo-Fairfield,CA
"Yakima, WA",51,195,1,759,49420,46.4565581,-120.7401446,25.6916996,6.719367589,1.960784314,2009,Yakima,WA
"Visalia-Porterville, CA",55,209,26,751,47300,36.2288241,-118.781061,27.82956059,7.323568575,47.27272727,2009,Visalia-Porterville,CA
"Tucson, AZ",112,344,23,2020,46060,32.1285226,-111.7830267,17.02970297,5.544554455,20.53571429,2009,Tucson,AZ
"Wichita, KS",147,240,18,2782,48620,37.6298308,-97.3988319,8.626887132,5.283968368,12.24489796,2009,Wichita,KS
"Victoria, TX",71,48,5,984,47020,28.7314546,-97.1969934,4.87804878,7.215447154,7.042253521,2009,Victoria,TX
"Waco, TX",29,62,2,561,47380,31.4272264,-97.0934727,11.0516934,5.169340463,6.896551724,2009,Waco,TX
"Tulsa, OK",173,190,8,3075,46140,36.2541502,-96.1749783,6.178861789,5.62601626,4.624277457,2009,Tulsa,OK
"Topeka, KS",80,17,0,1137,45820,39.0413888,-95.8026393,1.495162709,7.036059807,0,2009,Topeka,KS
"Waterloo-Cedar Falls, IA",92,78,2,1182,47940,42.5367962,-92.471608,6.598984772,7.783417936,2.173913043,2009,Waterloo-Cedar Falls,IA
"Tuscaloosa, AL",16,17,0,383,46220,33.1606112,-87.7151664,4.438642298,4.177545692,0,2009,Tuscaloosa,AL
"Tallahassee, FL",29,73,4,513,45220,30.3864276,-84.2804098,14.23001949,5.653021442,13.79310345,2009,Tallahassee,FL
"Toledo, OH",64,82,0,1427,45780,41.5439974,-83.6908887,5.746320953,4.484933427,0,2009,Toledo,OH
"Warner Robins, GA",13,26,1,332,47580,32.4015944,-83.6350953,7.831325301,3.915662651,7.692307692,2009,Warner Robins,GA
"Valdosta, GA",33,20,3,496,46660,30.8274985,-83.2421316,4.032258065,6.653225806,9.090909091,2009,Valdosta,GA
"Youngstown-Warren-Boardman, OH-PA",70,43,0,1115,49660,41.2363015,-80.5618679,3.856502242,6.278026906,0,2009,Youngstown-Warren-Boardman,OH-PA
"Winston-Salem, NC",69,38,0,1039,49180,36.0788515,-80.3450642,3.657362849,6.641000962,0,2009,Winston-Salem,NC
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1802,7323,502,29939,47900,38.8169283,-77.4482275,24.45973479,6.018905107,27.85793563,2009,Washington-Arlington-Alexandria,DC-VA-MD-WV
"York-Hanover, PA",36,28,1,929,49620,39.9217514,-76.7288887,3.013993541,3.875134553,2.777777778,2009,York-Hanover,PA
"Virginia Beach-Norfolk-Newport News, VA-NC",137,231,0,4089,47260,36.8560812,-76.3737908,5.649303008,3.350452433,0,2009,Virginia Beach-Norfolk-Newport News,VA-NC
"Utica-Rome, NY",28,47,0,743,46540,43.3322887,-75.173169,6.325706595,3.768506057,0,2009,Utica-Rome,NY
"Vineland-Bridgeton, NJ",14,14,3,216,47220,39.3283874,-75.1216435,6.481481481,6.481481481,21.42857143,2009,Vineland-Bridgeton,NJ
"Trenton, NJ",16,74,8,570,45940,40.2825027,-74.703724,12.98245614,2.807017544,50,2009,Trenton,NJ
"Oklahoma City, OK",431,403,31,4438,36420,35.4309676,-97.5069659,9.080666967,9.711581794,7.192575406,2009,Oklahoma City,OK
"Racine, WI",37,106,6,855,39540,42.7540747,-87.414676,12.39766082,4.32748538,16.21621622,2009,Racine,WI
"Olympia-Tumwater, WA",48,39,1,826,36500,46.9358216,-122.8301524,4.721549637,5.811138015,2.083333333,2009,Olympia-Tumwater,WA
"Portland-Vancouver-Hillsboro, OR-WA",703,984,92,7600,38900,45.6006204,-122.4843457,12.94736842,9.25,13.08677098,2009,Portland-Vancouver-Hillsboro,OR-WA
"Napa, CA",36,72,4,410,34900,38.5070999,-122.3259045,17.56097561,8.780487805,11.11111111,2009,Napa,CA
"Oxnard-Thousand Oaks-Ventura, CA",181,598,38,2018,37100,34.3587415,-119.1331432,29.6333003,8.969276511,20.99447514,2009,Oxnard-Thousand Oaks-Ventura,CA
"Ogden-Clearfield, UT",151,228,19,2397,36260,41.6218833,-113.0436525,9.511889862,6.299541093,12.58278146,2009,Ogden-Clearfield,UT
"Prescott, AZ",26,9,3,381,39140,34.6312117,-112.5773855,2.362204724,6.824146982,11.53846154,2009,Prescott,AZ
"Provo-Orem, UT",143,195,10,1963,39340,39.872067,-112.3590592,9.933774834,7.284768212,6.993006993,2009,Provo-Orem,UT
"Phoenix-Mesa-Scottsdale, AZ",632,1469,139,7599,38060,33.1857653,-112.0678624,19.33149099,8.316883801,21.99367089,2009,Phoenix-Mesa-Scottsdale,AZ
"Pueblo, CO",19,42,0,792,39380,38.1706581,-104.4898924,5.303030303,2.398989899,0,2009,Pueblo,CO
"Omaha-Council Bluffs, NE-IA",435,542,20,6779,36540,41.2904587,-95.9999701,7.99527954,6.416875645,4.597701149,2009,Omaha-Council Bluffs,NE-IA
"New Orleans-Metairie, LA",230,266,18,2486,35380,29.805532,-89.7013821,10.69991955,9.251810137,7.826086957,2009,New Orleans-Metairie,LA
"Peoria, IL",24,22,0,866,37900,40.7882548,-89.514745,2.540415704,2.771362587,0,2009,Peoria,IL
"Oshkosh-Neenah, WI",54,18,4,571,36780,44.0857068,-88.6681488,3.152364273,9.45709282,7.407407407,2009,Oshkosh-Neenah,WI
"Pensacola-Ferry Pass-Brent, FL",81,99,19,982,37860,30.6554013,-87.1618275,10.0814664,8.248472505,23.45679012,2009,Pensacola-Ferry Pass-Brent,FL
"Nashville-Davidson--Murfreesboro--Franklin, TN",290,318,29,3497,34980,36.0885065,-86.7266015,9.093508722,8.292822419,10,2009,Nashville-Davidson--Murfreesboro--Franklin,TN
"Niles-Benton Harbor, MI",39,12,0,314,35660,41.7926389,-86.7418216,3.821656051,12.42038217,0,2009,Niles-Benton Harbor,MI
"Muskegon, MI",23,12,0,600,34740,43.2892579,-86.751892,2,3.833333333,0,2009,Muskegon,MI
"Panama City, FL",17,49,0,589,37460,30.1010953,-85.4749707,8.319185059,2.886247878,0,2009,Panama City,FL
"Ocala, FL",16,41,4,543,36100,29.2028047,-82.0431004,7.550644567,2.946593002,25,2009,Ocala,FL
"Punta Gorda, FL",22,27,0,340,39460,26.8689328,-81.9410769,7.941176471,6.470588235,0,2009,Punta Gorda,FL
"Naples-Immokalee-Marco Island, FL",79,142,9,511,34940,26.118786,-81.4009553,27.78864971,15.45988258,11.39240506,2009,Naples-Immokalee-Marco Island,FL
"Orlando-Kissimmee-Sanford, FL",354,859,92,4497,36740,28.434348,-81.3558763,19.1016233,7.87191461,25.98870056,2009,Orlando-Kissimmee-Sanford,FL
"Palm Bay-Melbourne-Titusville, FL",59,62,0,1052,37340,28.2983043,-80.7003309,5.893536122,5.608365019,0,2009,Palm Bay-Melbourne-Titusville,FL
"Port St. Lucie, FL",56,140,10,811,38940,27.2326989,-80.4267701,17.26263872,6.905055487,17.85714286,2009,Port St. Lucie,FL
"Pittsburgh, PA",341,158,7,5671,38300,40.4343378,-79.8280615,2.786104743,6.013048845,2.052785924,2009,Pittsburgh,PA
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",65,26,0,873,34820,33.9690951,-78.6127235,2.978235968,7.44558992,0,2009,Myrtle Beach-Conway-North Myrtle Beach,SC-NC
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1046,2172,139,20163,37980,39.8951304,-75.3120032,10.77220652,5.187720081,13.28871893,2009,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD
"Ocean City, NJ",9,7,0,169,36140,39.0861425,-74.8477158,4.142011834,5.325443787,0,2009,Ocean City,NJ
"New York-Newark-Jersey City, NY-NJ-PA",2839,15067,1025,41723,35620,40.8987884,-73.9031302,36.11197661,6.804400451,36.10426206,2009,New York-Newark-Jersey City,NY-NJ-PA
"Providence-Warwick, RI-MA",1076,2475,184,16641,39300,41.7016138,-71.2892856,14.87290427,6.465957575,17.10037175,2009,Providence-Warwick,RI-MA
"Minneapolis-St. Paul-Bloomington, MN-WI",949,1700,86,14284,33460,45.0612031,-93.3515965,11.90142817,6.643797256,9.062170706,2009,Minneapolis-St. Paul-Bloomington,MN-WI
"Milwaukee-Waukesha-West Allis, WI",291,440,29,5070,33340,43.0176524,-87.4815485,8.678500986,5.73964497,9.965635739,2009,Milwaukee-Waukesha-West Allis,WI
"Eugene, OR",100,105,3,1389,21660,43.9283286,-122.8976901,7.559395248,7.199424046,3,2009,Eugene,OR
"Medford, OR",59,47,2,645,32780,42.4116284,-122.6756846,7.286821705,9.147286822,3.389830508,2009,Medford,OR
"Modesto, CA",61,305,8,1177,33700,37.5623842,-121.0026557,25.913339,5.182667799,13.1147541,2009,Modesto,CA
"Merced, CA",95,232,38,655,32900,37.1948063,-120.7228019,35.41984733,14.50381679,40,2009,Merced,CA
"Madera, CA",33,171,1,610,31460,37.2098213,-119.7498023,28.03278689,5.409836066,3.03030303,2009,Madera,CA
"Fresno, CA",66,447,6,1929,23420,36.7610058,-119.6550193,23.1726283,3.421461897,9.090909091,2009,Fresno,CA
"Los Angeles-Long Beach-Anaheim, CA",2383,13554,1104,29912,31080,34.1090244,-118.1825492,45.31291789,7.966702327,46.32815778,2009,Los Angeles-Long Beach-Anaheim,CA
"El Centro, CA",34,253,5,711,20940,33.0408143,-115.3554001,35.58368495,4.781997187,14.70588235,2009,El Centro,CA
"Farmington, NM",28,38,0,453,22140,36.5116245,-108.3245778,8.388520971,6.181015453,0,2009,Farmington,NM
"Albuquerque, NM",263,513,29,4124,10740,35.1166033,-106.4565347,12.43937924,6.377303589,11.02661597,2009,Albuquerque,NM
"El Paso, TX",74,546,33,1591,21340,31.527394,-105.5213326,34.31803897,4.651162791,44.59459459,2009,El Paso,TX
"Fort Collins, CO",139,78,2,1333,22660,40.6580933,-105.4867638,5.851462866,10.4276069,1.438848921,2009,Fort Collins,CO
"Denver-Aurora-Lakewood, CO",1044,1762,146,11292,19740,39.4347492,-104.901209,15.60396741,9.245483528,13.98467433,2009,Denver-Aurora-Lakewood,CO
"Greeley, CO",83,91,15,1145,24540,40.5536965,-104.3942215,7.947598253,7.248908297,18.07228916,2009,Greeley,CO
"Midland, TX",49,44,2,480,33260,32.0923594,-101.9945395,9.166666667,10.20833333,4.081632653,2009,Midland,TX
"Amarillo, TX",15,90,4,511,11100,35.2480011,-101.9086668,17.61252446,2.935420744,26.66666667,2009,Amarillo,TX
"Lubbock, TX",37,23,0,427,31180,33.4703271,-101.6488249,5.386416862,8.665105386,0,2009,Lubbock,TX
"McAllen-Edinburg-Mission, TX",167,646,91,1462,32580,26.3963839,-98.18099,44.18604651,11.42270862,54.49101796,2009,McAllen-Edinburg-Mission,TX
"Fargo, ND-MN",201,147,4,2959,22020,46.9148591,-96.9601826,4.967894559,6.792835417,1.990049751,2009,Fargo,ND-MN
"Houston-The Woodlands-Sugar Land, TX",677,3310,210,11084,26420,29.7495926,-95.3536422,29.86286539,6.107903284,31.01920236,2009,Houston-The Woodlands-Sugar Land,TX
"Longview, TX",15,5,0,322,30980,32.364601,-94.819897,1.552795031,4.658385093,0,2009,Longview,TX
"Fort Smith, AR-OK",75,50,0,684,22900,35.1955345,-94.562533,7.30994152,10.96491228,0,2009,Fort Smith,AR-OK
"Fayetteville-Springdale-Rogers, AR-MO",101,216,3,1561,22220,36.1976326,-94.1198967,13.83728379,6.470211403,2.97029703,2009,Fayetteville-Springdale-Rogers,AR-MO
"Des Moines-West Des Moines, IA",148,375,14,3393,19780,41.5448597,-93.9434866,11.05216622,4.361921603,9.459459459,2009,Des Moines-West Des Moines,IA
"Little Rock-North Little Rock-Conway, AR",169,172,9,2794,30780,34.7557726,-92.4005889,6.156048676,6.048675734,5.325443787,2009,Little Rock-North Little Rock-Conway,AR
"Duluth, MN-WI",66,23,1,851,20260,47.3297007,-92.3762591,2.702702703,7.755581669,1.515151515,2009,Duluth,MN-WI
"Monroe, LA",47,18,0,1143,33740,32.6904772,-92.2627929,1.57480315,4.111986002,0,2009,Monroe,LA
"Eau Claire, WI",53,11,0,769,20740,44.938029,-91.285538,1.430429129,6.89206762,0,2009,Eau Claire,WI
"Memphis, TN-MS-AR",144,203,12,2773,32820,35.0085568,-89.8218159,7.320591417,5.192931843,8.333333333,2009,Memphis,TN-MS-AR
"Madison, WI",186,109,8,2018,31540,43.0842875,-89.5971781,5.401387512,9.217046581,4.301075269,2009,Madison,WI
"Gulfport-Biloxi-Pascagoula, MS",25,46,0,509,25060,30.4302445,-88.9797355,9.037328094,4.911591356,0,2009,Gulfport-Biloxi-Pascagoula,MS
"Appleton, WI",43,12,0,745,11540,44.2906032,-88.3723255,1.610738255,5.771812081,0,2009,Appleton,WI
"Mobile, AL",41,24,0,870,33660,30.6845725,-88.1965682,2.75862069,4.712643678,0,2009,Mobile,AL
"Green Bay, WI",52,51,0,943,24580,44.4739612,-87.9959258,5.408271474,5.514316013,0,2009,Green Bay,WI
"Evansville, IN-KY",37,0,0,573,21780,38.0200703,-87.5861659,0,6.457242583,0,2009,Evansville,IN-KY
"Michigan City-La Porte, IN",52,20,8,462,33140,41.5490129,-86.7447386,4.329004329,11.25541126,15.38461538,2009,Michigan City-La Porte,IN
"Montgomery, AL",33,4,4,738,33860,32.3656313,-86.4045848,0.54200542,4.471544715,12.12121212,2009,Montgomery,AL
"Anniston-Oxford-Jacksonville, AL",36,32,2,592,11500,33.7717061,-85.8225133,5.405405405,6.081081081,5.555555556,2009,Anniston-Oxford-Jacksonville,AL
"Grand Rapids-Wyoming, MI",140,149,2,2347,24340,42.9786324,-85.8112082,6.348530038,5.965061781,1.428571429,2009,Grand Rapids-Wyoming,MI
"Louisville/Jefferson County, KY-IN",165,250,11,3290,31140,38.3352396,-85.6689414,7.598784195,5.015197568,6.666666667,2009,Louisville/Jefferson County,KY-IN
"Fort Wayne, IN",39,93,2,906,23060,41.0069993,-85.2164239,10.26490066,4.304635762,5.128205128,2009,Fort Wayne,IN
"Lexington-Fayette, KY",129,221,27,1810,30460,38.102844,-84.4385721,12.20994475,7.127071823,20.93023256,2009,Lexington-Fayette,KY
"Albany, GA",7,19,0,501,10500,31.5893026,-84.1749127,3.79241517,1.397205589,0,2009,Albany,GA
"Ann Arbor, MI",37,94,10,718,11460,42.2523272,-83.8446336,13.09192201,5.153203343,27.02702703,2009,Ann Arbor,MI
"Macon, GA",26,4,0,400,31420,32.8561967,-83.7143131,1,6.5,0,2009,Macon,GA
"Flint, MI",61,34,0,1026,22420,43.0210768,-83.7063718,3.313840156,5.945419103,0,2009,Flint,MI
"Monroe, MI",28,2,0,518,33780,41.916097,-83.4871059,0.386100386,5.405405405,0,2009,Monroe,MI
"Detroit-Warren-Dearborn, MI",576,1329,95,10204,19820,42.7218478,-83.2008463,13.02430419,5.644845159,16.49305556,2009,Detroit-Warren-Dearborn,MI
"Asheville, NC",85,59,4,832,11700,35.5956693,-82.6816145,7.091346154,10.21634615,4.705882353,2009,Asheville,NC
"Gainesville, FL",28,25,7,454,23540,29.6779808,-82.4799713,5.50660793,6.167400881,25,2009,Gainesville,FL
"Greenville-Anderson-Mauldin, SC",101,168,11,1537,24860,34.6837085,-82.4134227,10.93038386,6.571242681,10.89108911,2009,Greenville-Anderson-Mauldin,SC
"Hickory-Lenoir-Morganton, NC",40,56,7,530,25860,35.8146669,-81.4570667,10.56603774,7.547169811,17.5,2009,Hickory-Lenoir-Morganton,NC
"Akron, OH",88,37,0,1687,10420,41.1466395,-81.3501104,2.193242442,5.216360403,0,2009,Akron,OH
"Deltona-Daytona Beach-Ormond Beach, FL",82,80,11,1119,19660,29.1789002,-81.1890231,7.149240393,7.327971403,13.41463415,2009,Deltona-Daytona Beach-Ormond Beach,FL
"Miami-Fort Lauderdale-West Palm Beach, FL",948,5020,425,10876,33100,26.1018281,-80.4787552,46.15667525,8.716439868,44.83122363,2009,Miami-Fort Lauderdale-West Palm Beach,FL
"Erie, PA",32,13,0,636,21500,42.1179519,-80.0963858,2.044025157,5.031446541,0,2009,Erie,PA
"Greensboro-High Point, NC",83,139,16,1766,24660,36.0252039,-79.7926333,7.870894677,4.69988675,19.27710843,2009,Greensboro-High Point,NC
"Lynchburg, VA",22,26,8,711,31340,37.3649258,-79.2166894,3.656821378,3.094233474,36.36363636,2009,Lynchburg,VA
"Durham-Chapel Hill, NC",52,146,5,1197,20500,35.995536,-79.0969897,12.19715957,4.344193818,9.615384615,2009,Durham-Chapel Hill,NC
"Fayetteville, NC",41,52,4,781,22180,35.0379563,-78.9822092,6.658130602,5.249679898,9.756097561,2009,Fayetteville,NC
"Harrisonburg, VA",48,55,0,487,25500,38.5075848,-78.8853213,11.2936345,9.856262834,0,2009,Harrisonburg,VA
"Hagerstown-Martinsburg, MD-WV",61,54,15,636,25180,39.5421519,-77.8997669,8.490566038,9.591194969,24.59016393,2009,Hagerstown-Martinsburg,MD-WV
"Harrisburg-Carlisle, PA",69,66,0,1369,25420,40.3359242,-77.0504748,4.821037253,5.04017531,0,2009,Harrisburg-Carlisle,PA
"Dover, DE",130,137,7,2472,20100,39.0970884,-75.5029819,5.542071197,5.258899676,5.384615385,2009,Dover,DE
"Allentown-Bethlehem-Easton, PA-NJ",116,183,10,2312,10900,40.7893392,-75.398158,7.915224913,5.017301038,8.620689655,2009,Allentown-Bethlehem-Easton,PA-NJ
"Albany-Schenectady-Troy, NY",144,101,0,2199,10580,42.7879202,-73.9423479,4.592996817,6.548431105,0,2009,Albany-Schenectady-Troy,NY
"Hartford-West Hartford-East Hartford, CT",452,1017,54,7362,25540,41.718601,-72.5739417,13.81418093,6.139635968,11.94690265,2009,Hartford-West Hartford-East Hartford,CT
"Augusta-Richmond County, GA-SC",65,59,3,1221,12260,33.4603713,-81.9828327,4.832104832,5.323505324,4.615384615,2009,Augusta-Richmond County,GA-SC
"Cape Coral-Fort Myers, FL",76,217,17,1094,15980,26.5516337,-81.8925086,19.83546618,6.946983547,22.36842105,2009,Cape Coral-Fort Myers,FL
"Canton-Massillon, OH",48,10,0,885,15940,40.7110722,-81.2614743,1.129943503,5.423728814,0,2009,Canton-Massillon,OH
"Columbia, SC",107,100,8,2030,17900,34.084175,-81.0405973,4.926108374,5.270935961,7.476635514,2009,Columbia,SC
"Binghamton, NY",38,17,0,554,13780,42.1639276,-76.0229431,3.068592058,6.859205776,0,2009,Binghamton,NY
"Kingston, NY",81,64,2,636,28740,41.9472156,-74.2654583,10.06289308,12.73584906,2.469135802,2009,Kingston,NY
"Bremerton-Silverdale, WA",47,27,4,617,14740,47.6396874,-122.6496358,4.376012966,7.617504052,8.510638298,2009,Bremerton-Silverdale,WA
"Bellingham, WA",45,43,0,579,13380,48.8426531,-121.8364325,7.426597582,7.772020725,0,2009,Bellingham,WA
"Chico, CA",46,70,0,496,17020,39.6659588,-121.6019188,14.11290323,9.274193548,0,2009,Chico,CA
"Bend-Redmond, OR",167,38,4,1006,13460,43.9151181,-121.2255751,3.777335984,16.60039761,2.395209581,2009,Bend-Redmond,OR
"Bakersfield, CA",126,618,50,1705,12540,35.3466288,-118.7295064,36.24633431,7.390029326,39.68253968,2009,Bakersfield,CA
"Coeur d'Alene, ID",102,31,1,859,17660,47.6771129,-116.6949184,3.608847497,11.87427241,0.980392157,2009,Coeur d'Alene,ID
"Boise City, ID",333,413,20,4151,14260,43.0066485,-116.1419089,9.949409781,8.022163334,6.006006006,2009,Boise City,ID
"Las Vegas-Henderson-Paradise, NV",616,2705,108,10853,29820,36.2142575,-115.013812,24.92398415,5.675849995,17.53246753,2009,Las Vegas-Henderson-Paradise,NV
"Billings, MT",81,22,0,1133,13740,45.7754535,-108.7278711,1.941747573,7.149161518,0,2009,Billings,MT
"Las Cruces, NM",74,166,29,801,29740,32.3509119,-106.8321821,20.72409488,9.238451935,39.18918919,2009,Las Cruces,NM
"Boulder, CO",197,232,19,1546,14500,40.0949699,-105.3976911,15.00646831,12.74256145,9.644670051,2009,Boulder,CO
"Colorado Springs, CO",196,168,21,2586,17820,38.8454651,-104.6385633,6.496519722,7.579273009,10.71428571,2009,Colorado Springs,CO
"Laredo, TX",38,229,30,611,29700,27.7607987,-99.3407518,37.47954173,6.219312602,78.94736842,2009,Laredo,TX
"Lawton, OK",32,41,0,679,30020,34.5291104,-98.4309172,6.038291605,4.71281296,0,2009,Lawton,OK
"Killeen-Temple, TX",43,32,0,681,28660,31.2027301,-97.7896384,4.6989721,6.314243759,0,2009,Killeen-Temple,TX
"Austin-Round Rock, TX",291,801,46,3994,12420,30.2395128,-97.6912697,20.05508262,7.285928893,15.80756014,2009,Austin-Round Rock,TX
